,Clinic_name,Topics,Sentiment,Reviews,Avg_clinic_score
10,Columbia University Fertility,Clinic,Negative," This was probably the most non-overwhelming doctor experience I have ever had The wait time for appointments is either nonexistent or extremely low considering other doctors offices I've been tooMy husband and I came to Columbia Fertility after having a terrible experience with another fertility doctor in Manhattan who made me feel old and defective I never had to wait more than ten minutes for morning monitoring--very important when you're squeezing these many appointments into the early hours before work! IVF is such a stressful experience, and you want to work with experts who will make it as manageable as possible This communication is above and beyond and the whole team at Columbia never made me feel like there was a silly or stupid questionThey have attempted to re-brand themselves with a new office and new Yelp page, but this is the same old crappy CWRC with a new name But, I do blame them for not having their billing situation togetherI've been a patient here for about a year and can't say enough good things It was bittersweet and felt strange as we have bonded and felt at home with everyoneOMG this practice thinks they can get away from all their horrible reviews because they rebranded themselves and got a nice lil makeover but this place is still as crappy as it was before This place sucks",2.7777777777777777
11,Columbia University Fertility,Clinic,Neutral," Even when you call them at a very short notice, they get back to you quite quickly Everyone was on point I didn't have to remind or explain anything to anyone We were always updated the same day after our appointment A few specific logistical perks of Columbia are that they make morning monitoring appointments for you (as opposed to first come, first served, walk-in time frames which is how a lot of other places do it) Additionally, procedures are done on-site in the back surgical room (as opposed to going to the corresponding hospital which is also how other places seem to do it) No matter what route you end up taking to get pregnant, there are a ton of appointments involved The wait for appointments and morning monitoring was never long  A lot of women use this center for their fertility and it's incredible how the office is able to manage it I have never sat in the waiting room for a long time, even when it is busy The office also runs smoothly There were some days that I waited longer than usual to be seen but it did not happen often The reviews have proven to be spot on Just got off the phone with their billing person and he couldn't even explain why I was receiving bills and told me to call the fixer or customer service person at ColumbiaI went to this office for the first time mainly due to seeing Jen the pheblemist in the elevator Also the front desk is so professional and resourceful The wait is minimal if at all They are very attentive and available when you need them From the front desk staff, to the billing team, to the clinical team, we were blown away The doctors suck - they don't give a shit and never return your calls There was not one phone call - during or after hours - which was not returned to us outside of 20 min",2.7777777777777777
12,Columbia University Fertility,Protocol,Positive," The way Dr Brady used to say those things made my body believe that ""its pretty normal"" and it is very important in this treatment Dr Forman broke down the process step by step for each procedure and made sure all was understood No stress no confusion thanks in part to the efforts of the former CWRC aka Columbia University Fertility I'm happy to have chosen Columbia to address my fertility issues years ago! Currently we are expecting a healthy baby!!!!!! I continued my pregnancy with Columbia doctors and continued to have a great experience I don't need any stress in my life during this pregnancy I am so happy thus far I did After more research, we decided to switch to Dr Eric Forman for our first (and successful!!) IVF cycle and SO happy we did So happy I was recommended here!!I am so glad that I chose to use Columbia when my husband and I struggled to conceive We were only given a 20% chance of successfully conceiving",2.7777777777777777
13,Columbia University Fertility,Protocol,Negative," My husband and I have been trying to conceive for years but was not having any luck We've been with Columbia this entire time, and couldn't be happier with our decision We can't recommend her enough Can't recommend Dr Forman highly enough It's really not acceptable The day of the procedure, it wasn't guaranteed that he could make it but he rushed to the clinic and made it happenI can't recommend Columbia University Fertility Center enough I ended up doing two (failed) cycles of IUI last year with the Doctor we had first met with at Columbia I could not recommend Dr Forman enough!Had bad experience that lead to emergent surgery as opposed to semi-urgent surgery if diagnosed earlier",2.7777777777777777
14,Columbia University Fertility,Protocol,Neutral," She considers her patients as humans, understands them and design the program accordingly for each patient individually based on the specific requirements of the patients It all changed when we met Dr Forman Overall, the process was lengthy, but we were able to conceive on our first round of IVF We didn't know what to expect when we first decided to go to the fertility center Finally, instead of taking an injection class, we were able to sit down one-on-one with a nurse to go over the processIt took us 45 years to get pregnant! I had some uterus issues, and we did 2 egg retrievals and 3 embryo transfers (3rd one worked!) I write this as my two week old naps Maybe it just wasn't my month After less than a yr with her we are finally pregnant and graduated from the facility Fingers crossed!",2.7777777777777777
15,Columbia University Fertility,Cost,Positive," I went to Columbia in July 2018, paid over $13K up front for a cycle that ended up not working, and fast forward to Dec 2018/Jan 2019 and I'm still receiving bills from them! It seems like Columbia is trying to double dip! They collected my money up front, and then tried to bill my insurance too On top of  trying to charge me for monitoring services that I previously paid for before the start of the cycle, they are trying to charge me $1200 for frozen embryos that aren't even normal I don't blame Columbia for my cycle not working",2.7777777777777777
16,Columbia University Fertility,Cost,Negative,"  No thanks for this place Can't thank you all enough She paid close attention to my body through bloodwork, which directed her to give me an IVF treatment that was catered for my body The billing system is terrible - still receiving bills from 2013",2.7777777777777777
17,Columbia University Fertility,Cost,Neutral, The IVF treatment plan workedMy husband and I had been trying to conceive for about a little over 2 years,2.7777777777777777
18,Columbia University Fertility,Problems,Positive,No Reviews,2.7777777777777777
19,Columbia University Fertility,Problems,Negative,No Reviews,2.7777777777777777
20,Columbia University Fertility,Problems,Neutral,No Reviews,2.7777777777777777
21,New Hope Fertility Center,Doctor,Positive," He was always kind, patient and positive, calling me each time he changed the medicine dosage to explain why or when the process did not go according to plan We used a surrogate and Tiffany, like Dr Liu, was a sincere cheerleader I felt taken care of, unlike with other practitioners who saw me with a dollar sign in their eyes and that I was just another battery farm hen I am so grateful to Dr Liu and his team for giving me the best gift of motherhood New Hope Fertility was my answered prayer to starting my family and I'm grateful to be on this journey with such an phenomenal place Just want to thank Dr Liu from new hope fertility who has helped me through this ivf process the last two years He is amazing, patient, supportive, compassionate and took such great care of me We are extremely grateful he has helped bless us with a blessing we thought was never possible When I first met with the doctor she was nice, but talked to me for 5 minutes before doing the ultrasound When she did the ultrasound she said ""looks like you may have some endometriosis  I came in with very low expectations for customer service, doctor ""bedside manner"" and the like, HOWEVER, I was very much blown away by how I was treated  I had my consultation with Dr Olcha who very clearly drew out diagrams on his ipad and explained EVERYTHING to me and my partner  Partner and I really enjoyed our experience with the doctor and team  Nope, I've gone at least a handful of times (even more in the future) and every time had a professional and respectful experience  My emails are promptly responded to and when I email Dr Olcha, he emails me back, right away!  I get a faster response from Dr Olcha than some of my work colleagues, lolz Doctor Zhang is very attentive and passionate about what he does, he is hopeful and realistic at the same time Wish me luck! I am writing​ this review because I would like to express my appreciation​ to Dr Merhi He really is the best doctor I have met in my life He is kind, compassionate, having a ​positive​ vibe and very professional at​​ the same time​​ Long story short, when I had a problem with NHFC, Dr Merhi called me to make sure if everything was okUpdate:I used to recommend this place to everyone but they are really struggling to keep up Dr Zhang is really good at what he does I only had optimism and not really a clear picture on what my issues really wereUpdate Update!!!!I changed my insurance and thanks to Dr Yang and his staff I am 9 weeks pregnant with my twins!! I did one cycle/round of IVF and our dreams are coming true!! We are over the moon happy!! I know this sounds crazy but I am going to miss the staff! They were always so pleasant and positive and that kept me motivated I feel like they treat patient like numberDr Merhi is wonderful  Any time I've wanted to speak to the doctor, he makes time for me He listens to the patient and is not interested in personal results and stats but is genuinely interested in the well being of his patient He makes himself available to answer questions and is very reassuring I am highly impressed with this clinic and unequivocally recommend NHFC and particularly, Dr Merhi  I am so thankful that I did because I found a clinic and doctor who have made the process so much easier by treating me like a human being  Yes we had success and recently delivered a beautiful healthy baby girl, but I felt the whole process was smooth and very attentive It should be noted that we were regularly reminded how poor our odds of success were, and the doctor agreed that stopping made sense We replied that we were asking to be acknowledged in some way and treated like individuals but received no further response The first thing Dr Zhang told us was that ""there is no problem with you, tests are all good, all you need to do is to nourish your body and get ready"" Hey, we made it after all these years of pain and desperation, and we are really proud of ourselves and our 2 kids!In a nutshell, we are very grateful to Dr Zhang who made our dream come true, and to his conviction of combining Western technology with Chinese cultivation/nourishment methodology I feel like the nurses really handled my care this time without consulting with doctors I ended up seeing Dr Olcha who was great and held my hand through the whole process!Dr Merhi was lovely He was very straightforward, and gave practical advice for our situation, which we followed and had a successful natural IUI at our first try!  He was very nice on the phone and asked us to try again  The doctor admitted that another doctor looked our case while he was on vacation  Though our journey was very long and difficult, the door at NHFC never closed,  Dr Zhang recommended mini IVFs with much less medications and my body and mind were peaceful and comfortable with cycles  With great thanks to Dr Zhang, Dr Lui, Joanna (nurse) and Chisa (embryologist) who supported us thru this difficulty journey, our life changed with this miracle baby o(^-^)oDr Merhi at the New Hope Fertility Center was referred to me for fertility treatment From our initial visit, we fell in love with Dr Merhi He is very attentive to his patients, caring, comforting, personable and has a great sense of humor Dr Merhi was amazing through it all! He was extremely attentive, patient and strategic in helping us overcome any hurdles that we encounteredAt New Hope you are treated like a number, like a cog in an assembly line rather than a human beingI am Dr Merhi's patient (AMAZING) almost done with my cycle and due to external circumstances I need to stop and travel home to Texas to see my family I was riding down the elevator and the sweetest blonde woman asked me how I was feeling She helped me figure out my situation in terms of my next cycle and financially within 10 minutesDr Zaher Merhi was great and he always answered my questions in a timely manner Thank you for completely changing our lives, Dr Makarov! Dr Merhi is a very sympathetic and knowledgable doctor who helped us out in just a few quick visits I almost gave up but Dr Zaher Merhi gave me encouragement and prayer that gave me the strength to press on and I'm truly grateful!I was Dr Yang's patient, everything went great with him, he's the only doctor who gave me confident and hope so far New Hope Fertility center haven't given me any notification who will follow my case, and who will give me further instructions  We had our baby boy!  He is perfect My initial conference with Dr Zhang was very pleasant Dr Zhang on first impressions was kind, honest, enthusiastic, very knowledgeable and put us on a less aggressive program than what we had been on My wife is Japanese and I would say the approach and environment does lend itself to an Asian feel, so she felt more comfortable in that respect too He was always so supportive and communicative, letting me know the exact next steps and eased all my worries and concerns He genuinely loves his job of granting miracles to infertility patients And Dr Liu who did some of my retrievals and transfer is simply amazing and very pleasant to work with I can only speak for myself when I say that this place was amazing and Dr Merhi is a blessing Dr Merhi is literally the most pleasant person alive--- he answered all of my questions immediately and as a result, I recommended him to all of my friends  I highly recommend Dr Merhi our doctor who was truly the best as we hit various obstacles  His compassion and care for what he does makes him in my opinion he best My husband and I felt like we constantly had to ask them for information and hope that we were asking the right questions He saw us a couple times when our regular doctor couldn't and he was what every patient hopes her doctor will be: professional, forthcoming with knowledge, patient and kind He explained everything I was going through in great detail and was always available via email to answer any questions that I had He has great bedside manner and is very knowledgeableDr Merhi is one of the most caring doctors that I have ever worked with He answered my million questions and always followed up to see if I was doing ok He was very honest with us Dr Liu patted my hand before the procedure and told me how sorry he was This solidified my desire to be a mother, as I was somewhat ambivalent about it before undergoing this whole processMy son turns 2 next week and he is the love of my life  Dr Zhang tailored my treatment and helped me understand that I didn't need a lot of injections and all you need is one golden egg, which I got and he's sleeping peacefully in his crib I felt like we were given a personalized program versus just being treated like a number (like at other clinics Dr Zhang actually had his hand on the doorknob as we were asking him questions I'm sure he's a busy man, but we were paying him for our care, and he was cold and inconsiderate  Additionally, Dr Zhang is in Castle Connoly Best Doctors and most important, his lab, embryologists and staff are top-notch I stayed with this clinic beacuse when I met Dr Zhang he honestly suggested me to do NOTHING, to NOT do any ivf or tentative because of my age! this is a very rare answer in these kind of clinics, since they want to make money out of tentatives, while in this case I found pure straightforward honesty I think the medical work done was very good and professional and we got a healthy baby They did a very good job with our case and I am sur with everybody, no matter if you get a child or notThe doctor did a great job of explaining how/why egg freezing works (he was extremely knowledgeable and polite), but when it came down to the actual procedure and process, I felt a little lost here) However, what was impressive is that they reached out when I expressed frustration, and genuinely seemed to care about my experience and how to make it better in the future  We almost gave up hope but our friend who also had success with the IVF at New Hope recommended this place to us  From my personal experience, I can tell that Dr Zhang doesn't try to push as many IVF procedures on patients as possible as claimed by others who commented earlier but rather recommends what he thinks is best for the patient given her current condition, i I went back in person  next day she was sitting at her desk looked at me and asked "" how can I help you"", really?! That was MsI feel like I wasted very valuable timeI saw Dr Zaher Merhi at New Hope and I just had a beautiful baby boy Dr Merhi is the most incredible, kind and supportive doctor around He has a wonderful sense of humor and really knows how to put patients at ease He is incredibly knowledgeable and compassionate Infertility is such a challenging journey and Dr Merhi was with us every step of the way, explaining every medication and procedure with such patience I can not thank him enough for giving us the most meaningful gift in the whole world Dr Zhang and his team were great and I had a wonderful experience at New Hope Dr Merhi and the entire staff were so attentive to our needs and listened carefully to every concern we had! They guided us every step of the way  When ever we had questions we felt comfortable asking Just to finish my story, Dr Zhang was very honest with us, he told me that the chances even through IVF was 5 -10 % for my age Thankfully I hired a fertility coach named Lin Weinberg who helped me find a better clinic amongst helping me increase my egg quality  I felt like I was in one of those terrible lectures where they try to sell you time share!  Dr Zhang said we would do a sonogram and a blood test and he would call me with a ""plan"" when the blood work came back  My husband had done some research online and found New Hope and their Mini IVF protocol, which was attractive to us as we were convinced that pumping me full of drugs was inhibiting our chances of success  The technology he is using is superb, the volume of patients in his office speaks louder than wordsIt took me a while to register on Yelp and write this review, as I want other women reading it to really give Dr Zhang a chance I also waited for my baby girl to turn 2 months!!! We were successful with New Hope at the 1st try and Dr Zhang was the first doctor to tell me that I am young enough and will have children, he really gave me hope  And New Hope is the MOST flexible in every respect, compared to all the other centers When I think of the way I was treated by staff (including billing) at NYU, I am amazed how everyone there passed the buck and were so much less engaged than the team at New Hope Even the sonographers at New Hope seem to me a hundred times more thorough than the actual Doctor Fellows at NYU (who often additionally appear disengaged & perfunctory) (But the NYU guy can come across as vain and competitive with peers; and perenially one gets the impression he's doing you a big favor to speak with you Patients have experienced Dr Noyes behaving like an absolute MONSTER    Overall I would say my experience was a positive one  It got the point where I told the office that I don't ever want to speak with him again and will only communicate with Dr Luk, who actually is amazingI believe the overall methodology that NH has embarked on is top notch and found Dr Zhang to be very knowledgeableMy experience so far has been very positive (he didn't) - i suspect he is a good doctor but just too overworked to pay attention to a patient",3.548076923076923
